cam0197.aedat4,405191.90625,10279.845703125,55470.015625,1513.799560546875,27183927296.0,40131472.0,cpu,True
cam0197.aedat4,404784.5625,9829.1201171875,50620.53125,1372.0791015625,24799770624.0,312665.375,cpu,False
cam0197.aedat4,369234.28125,3437.9453125,65057.625,598.3438110351562,27032623104.0,26045150.0,cuda,True
cam0197.aedat4,391970.4375,6688.22607421875,56324.1875,933.2256469726562,24799737856.0,333481.0,cuda,False
cam0197.aedat4,398354.03125,6813.17724609375,56385.34375,1022.2373657226562,27165437952.0,32774670.0,cpu,True
cam0197.aedat4,402400.96875,11246.455078125,51067.21875,1677.3868408203125,24799780864.0,319022.5625,cpu,False
cam0197.aedat4,366134.375,6273.13427734375,65611.171875,1080.8948974609375,27040165888.0,25464122.0,cuda,True
cam0197.aedat4,376630.125,8512.58984375,58547.796875,1323.473388671875,24799711232.0,340552.625,cuda,False
cam0197.aedat4,410688.4375,9405.412109375,55028.390625,1708.9532470703125,27194071040.0,39763304.0,cpu,True
cam0197.aedat4,412851.375,12687.240234375,49611.46875,1713.9217529296875,24799754240.0,374790.46875,cpu,False
cam0197.aedat4,378350.3125,9030.099609375,63592.0,1470.1846923828125,27057719296.0,34476780.0,cuda,True
cam0197.aedat4,373973.09375,11294.6865234375,59011.28125,1774.62890625,24799805440.0,335162.125,cuda,False
cam0197.aedat4,396567.875,5992.06494140625,56777.109375,1192.9915771484375,27211837440.0,43404100.0,cpu,True
cam0197.aedat4,399081.5625,7711.3486328125,51419.890625,1221.204833984375,24799754240.0,336956.59375,cpu,False
cam0197.aedat4,370477.15625,4838.1728515625,64958.84375,833.8114013671875,27095648256.0,34759568.0,cuda,True
cam0197.aedat4,373119.71875,6555.50146484375,59237.953125,1001.3884887695312,24799686656.0,319574.46875,cuda,False
cam0197.aedat4,404778.71875,6360.21826171875,55802.546875,1071.4395751953125,27199326208.0,35399652.0,cpu,True
cam0197.aedat4,402783.875,8293.365234375,50865.875,1181.4859619140625,24799735808.0,351398.03125,cpu,False
cam0197.aedat4,368827.59375,3796.76025390625,65179.078125,658.6952514648438,27079950336.0,19818246.0,cuda,True
cam0197.aedat4,384165.625,7948.587890625,57402.921875,1157.9461669921875,24799662080.0,358088.71875,cuda,False
