c_simple,868147,0,0,64,2.80047e+06,18125.4
c_slow,868147,0,0,64,2.17525e+08,2.17525e+08
t_simple,868147,1,512,64,1.60712e+07,1.57476e+06
t_simple,868147,2,512,64,1.43643e+07,1.57718e+06
t_simple,868147,4,512,64,1.31473e+07,1.18932e+06
t_simple,868147,8,512,64,8.52269e+06,2.07371e+06
t_simple,868147,1,1024,64,1.10889e+07,1.6653e+06
t_simple,868147,2,1024,64,1.01293e+07,960984
t_simple,868147,4,1024,64,1.02627e+07,1.28845e+06
t_simple,868147,8,1024,64,7.82443e+06,1.76526e+06
t_simple,868147,1,2048,64,1.06627e+07,1.66551e+06
t_simple,868147,2,2048,64,8.80249e+06,1.11358e+06
t_simple,868147,4,2048,64,9.06192e+06,1.49288e+06
t_simple,868147,8,2048,64,6.93457e+06,1.25781e+06
t_simple,868147,1,4096,64,9.60119e+06,1.12115e+06
t_simple,868147,2,4096,64,7.77244e+06,809460
t_simple,868147,4,4096,64,8.84344e+06,1.43669e+06
t_simple,868147,8,4096,64,7.07457e+06,1.37609e+06
t_simple,868147,1,8192,64,8.4875e+06,1.4271e+06
t_simple,868147,2,8192,64,7.53988e+06,1.10999e+06
t_simple,868147,4,8192,64,7.71052e+06,1.08625e+06
t_simple,868147,8,8192,64,6.3683e+06,1.55055e+06
t_simple,868147,1,16384,64,9.37097e+06,998174
t_simple,868147,2,16384,64,7.13034e+06,647292
t_simple,868147,4,16384,64,7.68971e+06,1.11891e+06
t_simple,868147,8,16384,64,6.29276e+06,1.24266e+06
t_complex,868147,1,512,64,2.40412e+08,5.91555e+06
t_complex,868147,2,512,64,1.37057e+08,9.10785e+06
t_complex,868147,4,512,64,7.80778e+07,7.6899e+06
t_complex,868147,8,512,64,5.89846e+07,1.0205e+07
t_complex,868147,1,1024,64,2.41104e+08,5.27037e+06
t_complex,868147,2,1024,64,1.37998e+08,9.17179e+06
t_complex,868147,4,1024,64,7.81611e+07,7.74354e+06
t_complex,868147,8,1024,64,5.82362e+07,9.15013e+06
t_complex,868147,1,2048,64,2.40895e+08,4.59595e+06
t_complex,868147,2,2048,64,1.38243e+08,8.87189e+06
t_complex,868147,4,2048,64,7.68115e+07,7.47281e+06
t_complex,868147,8,2048,64,5.79133e+07,1.21419e+07
t_complex,868147,1,4096,64,2.40654e+08,5.65671e+06
t_complex,868147,2,4096,64,1.34502e+08,9.84774e+06
